"genus","site","habitat","n_plants","plants_present","mean_rel_abund"
"Ceriporia","BEL","subparamo",5,0,0
"Chaetocapnodium","BEL","subparamo",5,0,0
"Chaetosphaeria","BEL","subparamo",5,0,0
"Chalara","BEL","subparamo",5,0,0
"Chloridium","BEL","subparamo",5,4,0.0066921453338213
"Chromocyphella","BEL","subparamo",5,0,0
"Cladia","BEL","subparamo",5,1,0.00141044586680205
"Cladophialophora","BEL","subparamo",5,1,2.13051440590379e-05
"Cladosporium","BEL","subparamo",5,0,0
"Clathrosphaerina","BEL","subparamo",5,0,0
"Clathrus","BEL","subparamo",5,0,0
"Clavaria","BEL","subparamo",5,0,0
"Clavulinopsis","BEL","subparamo",5,0,0
"Clitopilus","BEL","subparamo",5,0,0
"Clohesyomyces","BEL","subparamo",5,0,0
"Clonostachys","BEL","subparamo",5,1,6.87575092769474e-05
"Clypeosphaeria","BEL","subparamo",5,0,0
"Codinaea","BEL","subparamo",5,0,0
"Colacogloea","BEL","subparamo",5,0,0
"Coleophoma","BEL","subparamo",5,0,0
"Collarina","BEL","subparamo",5,0,0
"Colletotrichum","BEL","subparamo",5,0,0
"Collybiopsis","BEL","subparamo",5,0,0
"Colpoma","BEL","subparamo",5,0,0
"Coniella","BEL","subparamo",5,0,0
"Coniochaeta","BEL","subparamo",5,1,6.45044674660022e-05
"Conlarium","BEL","subparamo",5,0,0
"Coprinellus","BEL","subparamo",5,0,0
"Coprinopsis","BEL","subparamo",5,1,1.7721007545605e-05
"Cora","BEL","subparamo",5,0,0
"Cordyceps","BEL","subparamo",5,0,0
"Cortinarius","BEL","subparamo",5,0,0
"Cotylidia","BEL","subparamo",5,0,0
"Crocicreas","BEL","subparamo",5,0,0
"Cryptocoryneum","BEL","subparamo",5,0,0
"Cryptodiscus","BEL","subparamo",5,2,0.0346427227921868
"Cudoniella","BEL","subparamo",5,0,0
"Curvibasidium","BEL","subparamo",5,0,0
"Cutaneotrichosporon","BEL","subparamo",5,0,0
"Cyathicula","BEL","subparamo",5,1,7.01751898805959e-05
"Cylindrocladiella","BEL","subparamo",5,0,0
"Cylindrodendrum","BEL","subparamo",5,0,0
"Cylindrosympodioides","BEL","subparamo",5,0,0
"Cyphellophora","BEL","subparamo",5,0,0
"Cyphellostereum","BEL","subparamo",5,0,0
"Cystoderma","BEL","subparamo",5,0,0
"Cystofilobasidium","BEL","subparamo",5,0,0
"Cystolepiota","BEL","subparamo",5,0,0
"Dactylonectria","BEL","subparamo",5,0,0
"Dendrochytridium","BEL","subparamo",5,0,0
"Derxomyces","BEL","subparamo",5,0,0
"Devriesia","BEL","subparamo",5,0,0
"Diaporthe","BEL","subparamo",5,0,0
"Dictyochaeta","BEL","subparamo",5,0,0
"Dictyolus","BEL","subparamo",5,0,0
"Dictyosporium","BEL","subparamo",5,0,0
"Dinemasporium","BEL","subparamo",5,0,0
"Dioszegia","BEL","subparamo",5,1,9.92376422553881e-06
"Dissoderma","BEL","subparamo",5,0,0
"Dissophora","BEL","subparamo",5,0,0
"Dominikia","BEL","subparamo",5,0,0
"Dothiorella","BEL","subparamo",5,0,0
"Durella","BEL","subparamo",5,0,0
"Endoradiciella","BEL","subparamo",5,0,0
"Entoloma","BEL","subparamo",5,1,0.000909087284340971
"Eocronartium","BEL","subparamo",5,0,0
"Epicoccum","BEL","subparamo",5,0,0
"Exophiala","BEL","subparamo",5,0,0
"Farysia","BEL","subparamo",5,0,0
"Fellhanera","BEL","subparamo",5,0,0
"Fellozyma","BEL","subparamo",5,0,0
"Filobasidium","BEL","subparamo",5,0,0
"Flagelloscypha","BEL","subparamo",5,0,0
"Flavocillium","BEL","subparamo",5,0,0
"Flexuomyces","BEL","subparamo",5,0,0
"Fulvoflamma","BEL","subparamo",5,0,0
"Funiliomyces","BEL","subparamo",5,0,0
"Fusarium","BEL","subparamo",5,0,0
"Fusidium","BEL","subparamo",5,0,0
"Galerina","BEL","subparamo",5,1,2.83848992336077e-05
"Genolevuria","BEL","subparamo",5,0,0
"Geoglossum","BEL","subparamo",5,0,0
"Glomerobolus","BEL","subparamo",5,0,0
"Glomus","BEL","subparamo",5,0,0
"Glutinoglossum","BEL","subparamo",5,0,0
"Gorgomyces","BEL","subparamo",5,0,0
"Gremmenia","BEL","subparamo",5,0,0
"Gryganskiella","BEL","subparamo",5,0,0
"Gymnopilus","BEL","subparamo",5,0,0
"Gymnopus","BEL","subparamo",5,0,0
"Gyoerffyella","BEL","subparamo",5,2,0.000143636357046332
"Gyromitra","BEL","subparamo",5,0,0
"Hannaella","BEL","subparamo",5,0,0
"Hansfordia","BEL","subparamo",5,0,0
"Haptocillium","BEL","subparamo",5,2,0.000338156771023613
"Harknessia","BEL","subparamo",5,0,0
"Helicoon","BEL","subparamo",5,2,3.87314401767216e-05
"Helicosporium","BEL","subparamo",5,0,0
"Hemibeltrania","BEL","subparamo",5,0,0
"Henningsia","BEL","subparamo",5,1,2.70376935975178e-05
"Hyalorbilia","BEL","subparamo",5,0,0
"Hyaloscypha","BEL","subparamo",5,3,0.0218128049124828
"Hygrocybe","BEL","subparamo",5,0,0
"Hyphodontia","BEL","subparamo",5,0,0
"Hypochnicium","BEL","subparamo",5,1,0.00244873166397708
"Ilyonectria","BEL","subparamo",5,1,4.07970843683705e-06
"Infundichalara","BEL","subparamo",5,0,0
"Jalapriya","BEL","subparamo",5,0,0
"Juncaceicola","BEL","subparamo",5,0,0
"Knufia","BEL","subparamo",5,2,0.000465326799529988
"Kockovaella","BEL","subparamo",5,0,0
"Krasilnikovozyma","BEL","subparamo",5,0,0
"Kurtzmanomyces","BEL","subparamo",5,0,0
"Laburnicola","BEL","subparamo",5,0,0
"Lachnellula","BEL","subparamo",5,1,2.03985421841852e-05
"Lachnum","BEL","subparamo",5,3,0.00360328948895584
"Lapidomyces","BEL","subparamo",5,0,0
"Lecanicillium","BEL","subparamo",5,1,1.13414448291872e-05
"Lecophagus","BEL","subparamo",5,0,0
"Leohumicola","BEL","subparamo",5,3,0.0793854663912006
"Leptobacillium","BEL","subparamo",5,3,8.68348858387285e-05
"Leptodontidium","BEL","subparamo",5,1,1.84298478474292e-05
"Leucosporidium","BEL","subparamo",5,0,0
"Liangia","BEL","subparamo",5,0,0
"Libkindia","BEL","subparamo",5,0,0
"Linnemannia","BEL","subparamo",5,0,0
"Lithohypha","BEL","subparamo",5,0,0
"Luellia","BEL","subparamo",5,0,0
"Lunasporangiospora","BEL","subparamo",5,0,0
"Maasoglossum","BEL","subparamo",5,0,0
"Malassezia","BEL","subparamo",5,2,5.43675584827543e-05
"Marasmiellus","BEL","subparamo",5,0,0
"Marchantiana","BEL","subparamo",5,0,0
"Mariannaea","BEL","subparamo",5,0,0
"Martininia","BEL","subparamo",5,0,0
"Megalaria","BEL","subparamo",5,0,0
"Melanconiella","BEL","subparamo",5,0,0
"Metapochonia","BEL","subparamo",5,2,0.00122937584570486
"Metarhizium","BEL","subparamo",5,0,0
"Micarea","BEL","subparamo",5,1,2.49315515584486e-05
"Microcera","BEL","subparamo",5,2,0.00111117122543753
"Microdochium","BEL","subparamo",5,0,0
"Microscypha","BEL","subparamo",5,0,0
"Mollisia","BEL","subparamo",5,1,0.00044736663729411
"Morchella","BEL","subparamo",5,0,0
"Mortierella","BEL","subparamo",5,5,0.00578920447510092
"Mucor","BEL","subparamo",5,0,0
"Mycena","BEL","subparamo",5,2,0.000280946193639363
"Myrmecridium","BEL","subparamo",5,0,0
"Naganishia","BEL","subparamo",5,0,0
"Nagrajchalara","BEL","subparamo",5,0,0
"Nakataea","BEL","subparamo",5,0,0
"Nectriopsis","BEL","subparamo",5,0,0
"Neoascochyta","BEL","subparamo",5,0,0
"Neochalara","BEL","subparamo",5,0,0
"Neocoleroa","BEL","subparamo",5,0,0
"Neofabraea","BEL","subparamo",5,0,0
"Neokalmusia","BEL","subparamo",5,0,0
"Neonectria","BEL","subparamo",5,0,0
"Neophaeomoniella","BEL","subparamo",5,0,0
"Neophaeosphaeria","BEL","subparamo",5,0,0
"Neopyrenochaeta","BEL","subparamo",5,2,0.000230588491186384
"Neosorocybe","BEL","subparamo",5,0,0
"Neovaginatispora","BEL","subparamo",5,0,0
"Neptunomyces","BEL","subparamo",5,1,0.000328416529165382
"Nigrograna","BEL","subparamo",5,0,0
"Nigrospora","BEL","subparamo",5,2,0.000226335516799832
"Normandina","BEL","subparamo",5,0,0
"Obeliospora","BEL","subparamo",5,1,0.000261101339957571
"Occultifur","BEL","subparamo",5,1,3.98722493132005e-06
"Occultitheca","BEL","subparamo",5,0,0
"Oidiodendron","BEL","subparamo",5,3,0.0309881564776204
"Oliveonia","BEL","subparamo",5,0,0
"Ophiocordyceps","BEL","subparamo",5,0,0
"Orbilia","BEL","subparamo",5,0,0
"Ovicillium","BEL","subparamo",5,0,0
"Papiliotrema","BEL","subparamo",5,1,3.04801329784406e-05
"Paraphaeosphaeria","BEL","subparamo",5,2,0.00127318200139598
"Pectenia","BEL","subparamo",5,0,0
"Pellidiscus","BEL","subparamo",5,0,0
"Penicillium","BEL","subparamo",5,4,0.002843457105857
"Peniophorella","BEL","subparamo",5,0,0
"Periconia","BEL","subparamo",5,2,0.000546163450177655
"Pestalotiopsis","BEL","subparamo",5,3,0.00418559222025287
"Pezicula","BEL","subparamo",5,3,0.0568925337967758
"Pezizellaster","BEL","subparamo",5,0,0
"Pezoloma","BEL","subparamo",5,0,0
"Phaeosphaeria","BEL","subparamo",5,0,0
"Phaeotremella","BEL","subparamo",5,1,0.000628785371669172
"Phialocephala","BEL","subparamo",5,0,0
"Pholiota","BEL","subparamo",5,0,0
"Phylloscypha","BEL","subparamo",5,0,0
"Pilidium","BEL","subparamo",5,1,0.000334941810956571
"Piptocephalis","BEL","subparamo",5,0,0
"Piskurozyma","BEL","subparamo",5,0,0
"Placynthiella","BEL","subparamo",5,0,0
"Plectosphaerella","BEL","subparamo",5,0,0
"Pleuroascus","BEL","subparamo",5,0,0
"Pochonia","BEL","subparamo",5,2,2.63833640987795e-05
"Podila","BEL","subparamo",5,0,0
"Podospora","BEL","subparamo",5,0,0
"Polydesmia","BEL","subparamo",5,1,0.00011070110701107
"Polylobatispora","BEL","subparamo",5,1,5.00897535856104e-05
"Polyscytalum","BEL","subparamo",5,0,0
"Porpidia","BEL","subparamo",5,0,0
"Preussia","BEL","subparamo",5,0,0
"Protomerulius","BEL","subparamo",5,0,0
"Psathyrella","BEL","subparamo",5,0,0
"Pseudoanungitea","BEL","subparamo",5,0,0
"Pseudoarthrographis","BEL","subparamo",5,0,0
"Pseudocercospora","BEL","subparamo",5,0,0
"Pseudocladosporium","BEL","subparamo",5,0,0
"Pseudoconlarium","BEL","subparamo",5,0,0
"Pseudodactylaria","BEL","subparamo",5,0,0
"Pseudogymnoascus","BEL","subparamo",5,0,0
"Pseudohelotium","BEL","subparamo",5,2,0.000188294495177268
"Pseudopenidiella","BEL","subparamo",5,0,0
"Pseudophialocephala","BEL","subparamo",5,0,0
"Pseudophialophora","BEL","subparamo",5,0,0
"Pseudoplectania","BEL","subparamo",5,2,0.00018979911904262
"Pseudorobillarda","BEL","subparamo",5,0,0
"Pseudosigmoidea","BEL","subparamo",5,0,0
"Psilocybe","BEL","subparamo",5,0,0
"Psoroglaena","BEL","subparamo",5,0,0
"Puccinia","BEL","subparamo",5,0,0
"Pycnora","BEL","subparamo",5,0,0
"Pyrenochaetopsis","BEL","subparamo",5,0,0
"Rachicladosporium","BEL","subparamo",5,1,3.26066538839132e-05
"Ramariopsis","BEL","subparamo",5,1,0.00319897814362759
"Ramicandelaber","BEL","subparamo",5,0,0
"Ramichloridium","BEL","subparamo",5,0,0
"Recurvomyces","BEL","subparamo",5,0,0
"Renatobasidium","BEL","subparamo",5,0,0
"Rhexocercosporidium","BEL","subparamo",5,0,0
"Rhexodenticula","BEL","subparamo",5,0,0
"Rhizoglomus","BEL","subparamo",5,2,0.00010525517861078
"Rhizophagus","BEL","subparamo",5,0,0
"Rhodosporidiobolus","BEL","subparamo",5,0,0
"Rhodotorula","BEL","subparamo",5,0,0
"Rickenella","BEL","subparamo",5,0,0
"Saitozyma","BEL","subparamo",5,1,0.000628032507416242
"Sakaguchia","BEL","subparamo",5,1,0.000156116945784842
"Sarcoleotia","BEL","subparamo",5,0,0
"Sarcopodium","BEL","subparamo",5,0,0
"Sarocladium","BEL","subparamo",5,0,0
"Sawadaea","BEL","subparamo",5,0,0
"Schizothecium","BEL","subparamo",5,0,0
"Sclerococcum","BEL","subparamo",5,1,1.09022958054507e-05
"Scutellinia","BEL","subparamo",5,0,0
"Scytalidium","BEL","subparamo",5,0,0
"Seiridium","BEL","subparamo",5,0,0
"Septoriella","BEL","subparamo",5,0,0
"Serendipita","BEL","subparamo",5,1,0.00120174959429986
"Setophoma","BEL","subparamo",5,0,0
"Sistotrema","BEL","subparamo",5,0,0
"Slooffia","BEL","subparamo",5,0,0
"Solicoccozyma","BEL","subparamo",5,0,0
"Sordaria","BEL","subparamo",5,0,0
"Spirosphaera","BEL","subparamo",5,0,0
"Sporidesmiella","BEL","subparamo",5,0,0
"Stachybotrys","BEL","subparamo",5,0,0
"Stagonospora","BEL","subparamo",5,0,0
"Stemphylium","BEL","subparamo",5,0,0
"Sympodiella","BEL","subparamo",5,0,0
"Sympoventuria","BEL","subparamo",5,0,0
"Taeniospora","BEL","subparamo",5,0,0
"Talaromyces","BEL","subparamo",5,1,0.000109870246782751
"Tausonia","BEL","subparamo",5,0,0
"Teichospora","BEL","subparamo",5,0,0
"Tephrocybe","BEL","subparamo",5,0,0
"Teratosphaeria","BEL","subparamo",5,3,0.010181632594031
"Terramyces","BEL","subparamo",5,0,0
"Tetracladium","BEL","subparamo",5,0,0
"Tetraploa","BEL","subparamo",5,0,0
"Thelebolus","BEL","subparamo",5,0,0
"Thoreauomyces","BEL","subparamo",5,0,0
"Tilletiaria","BEL","subparamo",5,0,0
"Tolypocladium","BEL","subparamo",5,3,0.00496218857781116
"Trechispora","BEL","subparamo",5,2,0.000315766975433014
"Tremella","BEL","subparamo",5,0,0
"Tricellula","BEL","subparamo",5,0,0
"Trichoderma","BEL","subparamo",5,2,0.000880781901207546
"Trichomerium","BEL","subparamo",5,0,0
"Triscelophorus","BEL","subparamo",5,0,0
"Tubaria","BEL","subparamo",5,1,5.43961124911606e-06
"Tulasnella","BEL","subparamo",5,0,0
"Umbelopsis","BEL","subparamo",5,1,0.00114761244865338
"Usnea","BEL","subparamo",5,0,0
"Vanrija","BEL","subparamo",5,0,0
"Vermiculariopsiella","BEL","subparamo",5,0,0
"Verrucaria","BEL","subparamo",5,0,0
"Vertexicola","BEL","subparamo",5,0,0
"Verticillium","BEL","subparamo",5,0,0
"Vishniacozyma","BEL","subparamo",5,0,0
"Volutella","BEL","subparamo",5,0,0
"Wojnowiciella","BEL","subparamo",5,0,0
"Xenasmatella","BEL","subparamo",5,1,0.000300879931876242
"Xenochalara","BEL","subparamo",5,0,0
"Xylodon","BEL","subparamo",5,0,0
"Xylolentia","BEL","subparamo",5,0,0
"Yamadamyces","BEL","subparamo",5,0,0
"Absconditella","DOM","subparamo",5,0,0
"Acanthobasidium","DOM","subparamo",5,0,0
"Acaulospora","DOM","subparamo",5,0,0
"Acephala","DOM","subparamo",5,5,0.0464520728473752
"Acidomelania","DOM","subparamo",5,0,0
"Acremonium","DOM","subparamo",5,0,0
"Acrodictys","DOM","subparamo",5,0,0
"Acrodontium","DOM","subparamo",5,0,0
"Ainoa","DOM","subparamo",5,0,0
"Alfaria","DOM","subparamo",5,0,0
"Angustimassarina","DOM","subparamo",5,0,0
"Apenidiella","DOM","subparamo",5,0,0
"Aphanobasidium","DOM","subparamo",5,0,0
"Aphanocladium","DOM","subparamo",5,0,0
"Apiotrichum","DOM","subparamo",5,1,6.5562746910986e-05
"Apodus","DOM","subparamo",5,0,0
"Arachnopeziza","DOM","subparamo",5,1,1.87717886832931e-05
"Archaeorhizomyces","DOM","subparamo",5,4,0.000748388081978663
"Arcopilus","DOM","subparamo",5,0,0
"Arrhenia","DOM","subparamo",5,0,0
"Arthrinium","DOM","subparamo",5,1,4.1223938741227e-06
"Arthroderma","DOM","subparamo",5,0,0
"Ascocoryne","DOM","subparamo",5,0,0
"Aspergillus","DOM","subparamo",5,0,0
"Asterostroma","DOM","subparamo",5,0,0
"Athelia","DOM","subparamo",5,0,0
"Athelopsis","DOM","subparamo",5,3,0.0604595756403581
"Atheniella","DOM","subparamo",5,0,0
"Atractospora","DOM","subparamo",5,0,0
"Aureobasidium","DOM","subparamo",5,0,0
"Auricularia","DOM","subparamo",5,1,0.00490364354390812
"Bandoniozyma","DOM","subparamo",5,0,0
"Bannoa","DOM","subparamo",5,0,0
"Basidiobolus","DOM","subparamo",5,0,0
"Basidiodendron","DOM","subparamo",5,0,0
"Beauveria","DOM","subparamo",5,1,0.000111872784662013
"Bimuria","DOM","subparamo",5,0,0
"Bjerkandera","DOM","subparamo",5,0,0
"Blastenia","DOM","subparamo",5,0,0
"Botryobasidium","DOM","subparamo",5,1,3.0839367122553e-05
"Botrytis","DOM","subparamo",5,0,0
"Brocchiosphaera","DOM","subparamo",5,0,0
"Brunneochlamydosporium","DOM","subparamo",5,0,0
"Bryochiton","DOM","subparamo",5,0,0
"Cadophora","DOM","subparamo",5,0,0
"Calophoma","DOM","subparamo",5,0,0
"Calycina","DOM","subparamo",5,0,0
"Calyptrozyma","DOM","subparamo",5,4,0.0210273462703832
"Camarophyllopsis","DOM","subparamo",5,0,0
"Camposporium","DOM","subparamo",5,0,0
"Camptophora","DOM","subparamo",5,0,0
"Candida","DOM","subparamo",5,0,0
"Capnobotryella","DOM","subparamo",5,2,0.000114067317650711
"Capronia","DOM","subparamo",5,0,0
"Carcinomyces","DOM","subparamo",5,2,0.00054534725984996
"Carlosrosaea","DOM","subparamo",5,0,0
"Catenulostroma","DOM","subparamo",5,0,0
"Cephalotheca","DOM","subparamo",5,0,0
"Ceratobasidium","DOM","subparamo",5,2,0.000365366209681903
"Ceriporia","DOM","subparamo",5,0,0
"Chaetocapnodium","DOM","subparamo",5,0,0
"Chaetosphaeria","DOM","subparamo",5,0,0
"Chalara","DOM","subparamo",5,2,0.000158254164835072
"Chloridium","DOM","subparamo",5,2,0.000333549590181551
"Chromocyphella","DOM","subparamo",5,0,0
"Cladia","DOM","subparamo",5,0,0
"Cladophialophora","DOM","subparamo",5,5,0.00670230988834994
"Cladosporium","DOM","subparamo",5,0,0
"Clathrosphaerina","DOM","subparamo",5,0,0
"Clathrus","DOM","subparamo",5,0,0
"Clavaria","DOM","subparamo",5,1,0.000373983059125605
"Clavulinopsis","DOM","subparamo",5,4,0.000634949658103607
"Clitopilus","DOM","subparamo",5,1,3.86652097167353e-05
"Clohesyomyces","DOM","subparamo",5,0,0
"Clonostachys","DOM","subparamo",5,0,0
"Clypeosphaeria","DOM","subparamo",5,0,0
"Codinaea","DOM","subparamo",5,0,0
"Colacogloea","DOM","subparamo",5,0,0
"Coleophoma","DOM","subparamo",5,0,0
"Collarina","DOM","subparamo",5,0,0
"Colletotrichum","DOM","subparamo",5,0,0
"Collybiopsis","DOM","subparamo",5,0,0
"Colpoma","DOM","subparamo",5,0,0
"Coniella","DOM","subparamo",5,0,0
"Coniochaeta","DOM","subparamo",5,0,0
"Conlarium","DOM","subparamo",5,0,0
"Coprinellus","DOM","subparamo",5,0,0
"Coprinopsis","DOM","subparamo",5,0,0
"Cora","DOM","subparamo",5,0,0
"Cordyceps","DOM","subparamo",5,0,0
"Cortinarius","DOM","subparamo",5,0,0
"Cotylidia","DOM","subparamo",5,1,1.23671816223681e-05
"Crocicreas","DOM","subparamo",5,0,0
"Cryptocoryneum","DOM","subparamo",5,0,0
"Cryptodiscus","DOM","subparamo",5,0,0
"Cudoniella","DOM","subparamo",5,0,0
"Curvibasidium","DOM","subparamo",5,0,0
"Cutaneotrichosporon","DOM","subparamo",5,0,0
"Cyathicula","DOM","subparamo",5,0,0
"Cylindrocladiella","DOM","subparamo",5,0,0
"Cylindrodendrum","DOM","subparamo",5,0,0
"Cylindrosympodioides","DOM","subparamo",5,0,0
"Cyphellophora","DOM","subparamo",5,0,0
"Cyphellostereum","DOM","subparamo",5,0,0
"Cystoderma","DOM","subparamo",5,0,0
"Cystofilobasidium","DOM","subparamo",5,0,0
"Cystolepiota","DOM","subparamo",5,0,0
"Dactylonectria","DOM","subparamo",5,0,0
"Dendrochytridium","DOM","subparamo",5,0,0
"Derxomyces","DOM","subparamo",5,0,0
"Devriesia","DOM","subparamo",5,0,0
"Diaporthe","DOM","subparamo",5,0,0
"Dictyochaeta","DOM","subparamo",5,0,0
"Dictyolus","DOM","subparamo",5,1,2.6816840976133e-05
"Dictyosporium","DOM","subparamo",5,0,0
"Dinemasporium","DOM","subparamo",5,0,0
"Dioszegia","DOM","subparamo",5,0,0
"Dissoderma","DOM","subparamo",5,0,0
"Dissophora","DOM","subparamo",5,1,5.49745240010727e-05
"Dominikia","DOM","subparamo",5,0,0
"Dothiorella","DOM","subparamo",5,0,0
"Durella","DOM","subparamo",5,0,0
"Endoradiciella","DOM","subparamo",5,0,0
"Entoloma","DOM","subparamo",5,3,0.000284770646472007
"Eocronartium","DOM","subparamo",5,0,0
"Epicoccum","DOM","subparamo",5,0,0
"Exophiala","DOM","subparamo",5,0,0
"Farysia","DOM","subparamo",5,0,0
"Fellhanera","DOM","subparamo",5,0,0
"Fellozyma","DOM","subparamo",5,0,0
"Filobasidium","DOM","subparamo",5,0,0
"Flagelloscypha","DOM","subparamo",5,2,0.000137361232502775
"Flavocillium","DOM","subparamo",5,0,0
"Flexuomyces","DOM","subparamo",5,0,0
"Fulvoflamma","DOM","subparamo",5,0,0
"Funiliomyces","DOM","subparamo",5,0,0
"Fusarium","DOM","subparamo",5,0,0
"Fusidium","DOM","subparamo",5,0,0
"Galerina","DOM","subparamo",5,0,0
"Genolevuria","DOM","subparamo",5,0,0
"Geoglossum","DOM","subparamo",5,0,0
"Glomerobolus","DOM","subparamo",5,1,0.000100457194390379
"Glomus","DOM","subparamo",5,0,0
"Glutinoglossum","DOM","subparamo",5,0,0
"Gorgomyces","DOM","subparamo",5,2,0.000825099226341794
"Gremmenia","DOM","subparamo",5,0,0
"Gryganskiella","DOM","subparamo",5,1,0.000138128642286771
"Gymnopilus","DOM","subparamo",5,0,0
"Gymnopus","DOM","subparamo",5,2,0.00014909394555258
"Gyoerffyella","DOM","subparamo",5,2,0.0114977279613733
"Gyromitra","DOM","subparamo",5,0,0
"Hannaella","DOM","subparamo",5,0,0
"Hansfordia","DOM","subparamo",5,0,0
"Haptocillium","DOM","subparamo",5,1,4.02252614641995e-05
"Harknessia","DOM","subparamo",5,1,3.90728569235707e-05
"Helicoon","DOM","subparamo",5,0,0
"Helicosporium","DOM","subparamo",5,0,0
"Hemibeltrania","DOM","subparamo",5,0,0
"Henningsia","DOM","subparamo",5,0,0
"Hyalorbilia","DOM","subparamo",5,1,4.82703137570394e-05
"Hyaloscypha","DOM","subparamo",5,1,0.00109018887094104
"Hygrocybe","DOM","subparamo",5,1,8.93093872538759e-05
"Hyphodontia","DOM","subparamo",5,0,0
"Hypochnicium","DOM","subparamo",5,0,0
"Ilyonectria","DOM","subparamo",5,1,0.00261873640831283
"Infundichalara","DOM","subparamo",5,1,7.90125492540185e-05
"Jalapriya","DOM","subparamo",5,0,0
"Juncaceicola","DOM","subparamo",5,0,0
"Knufia","DOM","subparamo",5,1,0.000385443827230473
"Kockovaella","DOM","subparamo",5,0,0
"Krasilnikovozyma","DOM","subparamo",5,0,0
"Kurtzmanomyces","DOM","subparamo",5,0,0
"Laburnicola","DOM","subparamo",5,0,0
"Lachnellula","DOM","subparamo",5,1,0.000146151783319925
"Lachnum","DOM","subparamo",5,2,0.0215213286953794
"Lapidomyces","DOM","subparamo",5,0,0
"Lecanicillium","DOM","subparamo",5,2,0.000184381842214909
"Lecophagus","DOM","subparamo",5,1,1.7863706787865e-05
"Leohumicola","DOM","subparamo",5,1,3.77886105127914e-05
"Leptobacillium","DOM","subparamo",5,3,0.000612963968800079
"Leptodontidium","DOM","subparamo",5,0,0
"Leucosporidium","DOM","subparamo",5,0,0
"Liangia","DOM","subparamo",5,0,0
"Libkindia","DOM","subparamo",5,0,0
"Linnemannia","DOM","subparamo",5,1,9.55021247505093e-05
"Lithohypha","DOM","subparamo",5,0,0
"Luellia","DOM","subparamo",5,0,0
"Lunasporangiospora","DOM","subparamo",5,1,6.73519826026404e-05
"Maasoglossum","DOM","subparamo",5,0,0
"Malassezia","DOM","subparamo",5,0,0
"Marasmiellus","DOM","subparamo",5,0,0
"Marchantiana","DOM","subparamo",5,0,0
"Mariannaea","DOM","subparamo",5,0,0
"Martininia","DOM","subparamo",5,0,0
"Megalaria","DOM","subparamo",5,0,0
"Melanconiella","DOM","subparamo",5,0,0
"Metapochonia","DOM","subparamo",5,1,3.64144792214172e-05
"Metarhizium","DOM","subparamo",5,0,0
"Micarea","DOM","subparamo",5,0,0
"Microcera","DOM","subparamo",5,0,0
"Microdochium","DOM","subparamo",5,3,0.000348430550828252
"Microscypha","DOM","subparamo",5,0,0
"Mollisia","DOM","subparamo",5,0,0
"Morchella","DOM","subparamo",5,1,3.64144792214172e-05
"Mortierella","DOM","subparamo",5,1,0.000123671816223681
"Mucor","DOM","subparamo",5,2,7.49736115868711e-05
"Mycena","DOM","subparamo",5,1,4.96111558058461e-05
"Myrmecridium","DOM","subparamo",5,0,0
"Naganishia","DOM","subparamo",5,0,0
"Nagrajchalara","DOM","subparamo",5,0,0
"Nakataea","DOM","subparamo",5,1,3.5303017567454e-05
"Nectriopsis","DOM","subparamo",5,0,0
"Neoascochyta","DOM","subparamo",5,0,0
"Neochalara","DOM","subparamo",5,0,0
"Neocoleroa","DOM","subparamo",5,0,0
"Neofabraea","DOM","subparamo",5,0,0
"Neokalmusia","DOM","subparamo",5,0,0
"Neonectria","DOM","subparamo",5,1,2.85786332688913e-05
"Neophaeomoniella","DOM","subparamo",5,0,0
"Neophaeosphaeria","DOM","subparamo",5,0,0
"Neopyrenochaeta","DOM","subparamo",5,0,0
"Neosorocybe","DOM","subparamo",5,0,0
"Neovaginatispora","DOM","subparamo",5,0,0
"Neptunomyces","DOM","subparamo",5,0,0
"Nigrograna","DOM","subparamo",5,0,0
"Nigrospora","DOM","subparamo",5,0,0
"Normandina","DOM","subparamo",5,0,0
"Obeliospora","DOM","subparamo",5,0,0
"Occultifur","DOM","subparamo",5,0,0
"Occultitheca","DOM","subparamo",5,0,0
"Oidiodendron","DOM","subparamo",5,3,0.00018055073099142
"Oliveonia","DOM","subparamo",5,1,0.000294191813062117
"Ophiocordyceps","DOM","subparamo",5,0,0
"Orbilia","DOM","subparamo",5,2,9.90345846045188e-05
"Ovicillium","DOM","subparamo",5,0,0
"Papiliotrema","DOM","subparamo",5,0,0
"Paraphaeosphaeria","DOM","subparamo",5,0,0
"Pectenia","DOM","subparamo",5,0,0
"Pellidiscus","DOM","subparamo",5,1,5.02365303303052e-05
"Penicillium","DOM","subparamo",5,4,0.000482241254327365
"Peniophorella","DOM","subparamo",5,0,0
"Periconia","DOM","subparamo",5,0,0
"Pestalotiopsis","DOM","subparamo",5,2,0.000305780300636243
"Pezicula","DOM","subparamo",5,0,0
"Pezizellaster","DOM","subparamo",5,2,6.20985777492516e-05
"Pezoloma","DOM","subparamo",5,3,0.0204896085954754
"Phaeosphaeria","DOM","subparamo",5,0,0
"Phaeotremella","DOM","subparamo",5,0,0
"Phialocephala","DOM","subparamo",5,0,0
"Pholiota","DOM","subparamo",5,0,0
"Phylloscypha","DOM","subparamo",5,0,0
"Pilidium","DOM","subparamo",5,0,0
"Piptocephalis","DOM","subparamo",5,1,3.08220937334117e-05
