"response","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"dist_centroid","forest - subparamo",3.60158162614823,1.15131410656652,54,0.826933143689298,6.37623010860716,3.12823547076043,0.00785135135096293
"dist_centroid","forest - paramo",3.85596380529562,1.33662861628981,54,0.634710334459742,7.07721727613151,2.88484307331302,0.0152625866679913
"dist_centroid","subparamo - paramo",0.254382179147395,1.27030767952892,54,-2.80703890060658,3.31580325890137,0.200252413841763,0.978144498990214
"NRI_aw","forest - subparamo",-0.522024399944982,0.48399107591805,54,-1.68843510981158,0.644386309921619,-1.0785826969119,0.53134316067827
"NRI_aw","forest - paramo",-0.580178607907324,0.561893855387747,54,-1.9343337635356,0.773976547720953,-1.032541292887,0.559791672330533
"NRI_aw","subparamo - paramo",-0.0581542079623416,0.534013764841023,54,-1.34511879371479,1.22881037779011,-0.108900204060572,0.993483933947102
"NTI_aw","forest - subparamo",0.60435284548647,0.475326793683886,54,-0.541177083526754,1.74988277449969,1.27144704131363,0.417289820539236
"NTI_aw","forest - paramo",0.184385755204302,0.551834977877481,54,-1.14552766738178,1.51429917779038,0.334132055045702,0.940383352769273
"NTI_aw","subparamo - paramo",-0.419967090282168,0.524453989453151,54,-1.68389277108129,0.843958590516956,-0.800770131847158,0.704155771322697
